
"45111211-0","Roboty w zakresie wysadzania"
"45111212-7","Roboty w zakresie usuwania skał"
"45111213-4","Roboty w zakresie oczyszczania terenu"
"45111214-1","Roboty w zakresie oczyszczania pneumatycznego"
"45111220-6","Roboty w zakresie usuwania gruzu"
"45111230-9","Roboty w zakresie stabilizacji gruntu"
"45111240-2","Roboty w zakresie odwadniania gruntu"
"45111250-5","Badanie gruntu"
"45111260-8","Przygotowanie terenu do robót górniczych"
"45111290-7","Roboty przygotowawcze do świadczenia usług"
"45111291-4","Roboty w zakresie zagospodarowania terenu"
"45111300-1","Roboty rozbiórkowe"
"45111310-4","Rozbiórka instalacji wojskowych"
"45111320-7","Rozbiórka instalacji ochronnych"
"45112000-5","Roboty w zakresie usuwania gleby"
"45112100-6","Roboty w zakresie kopania rowów"
"45112200-7","Usuwanie powłoki gleby"
"45112210-0","Usuwanie wierzchniej warstwy gleby"
"45112300-8","Rekultywacja gleby"
"45112310-1","Podsypywanie gleby"
"45112320-4","Rekultywacja"
"45112330-7","Rekultywacja terenu"
"45112340-0","Roboty w zakresie odkażania gleby"
"45112350-3","Rekultywacja nieużytków"
"45112360-6","Rehabilitacja terenu"
"45112400-9","Roboty wykopaliskowe"
"45112410-2","Kopanie grobów"
"45112420-5","Kopanie piwnic"
"45112440-1","Tarasowanie pagórków"
"45112441-8","Tarasowanie"
"45112450-4","Roboty wykopaliskowe na terenach archeologicznych"
"45112500-0","Usuwanie gleby"
"45112600-1","Wycinanie i napełnianie"
"45112700-2","Roboty w zakresie kształtowania terenu"
"45112710-5","Roboty w zakresie kształtowania terenów zielonych"
"45112711-2","Roboty w zakresie kształtowania parków"
"45112712-9","Roboty w zakresie kształtowania ogrodów"
"45112713-6","Roboty w zakresie kształtowania ogródków dachowych"
"45112714-3","Roboty w zakresie kształtowania cmentarzy"
"45112720-8","Roboty w zakresie kształtowania terenów sportowych i rekreacyjnych"
"45112721-5","Roboty w zakresie kształtowania pól golfowych"
"45112722-2","Roboty w zakresie kształtowania terenów jeździeckich"
"45112723-9","Roboty w zakresie kształtowania placów zabaw"
"45112730-1","Roboty w zakresie kształtowania dróg i autostrad"
"45112740-4","Roboty w zakresie kształtowania lotnisk"
"45113000-2","Roboty na placu budowy"
"45120000-4","Próbne wiercenia i wykopy"
"45121000-1","Próbne wiercenia"
"45122000-8","Próbne wykopy"
"45200000-9","Roboty budowlane w zakresie wznoszenia kompletnych obiektów budowlanych lub ich części oraz roboty w zakresie inżynierii lądowej i wodnej"
"45210000-2","Roboty budowlane w zakresie budynków"
"45211000-9","Roboty budowlane w zakresie budownictwa wielorodzinnego i domów jednorodzinnych"
"45211100-0","Roboty budowlane w zakresie domów"
"45211200-1","Roboty budowlane w zakresie domów dla osób wymagających wsparcia"
"45211300-2","Roboty budowlane w zakresie budowy domów"
"45211310-5","Roboty budowlane w zakresie łazienek"
"45211320-8","Roboty budowlane w zakresie altan"
"45211340-4","Roboty budowlane w zakresie budownictwa wielorodzinnego"
"45211341-1","Roboty budowlane w zakresie mieszkań"
"45211350-7","Roboty budowlane w zakresie budynków wielofunkcyjnych"
"45211360-0","Roboty budowlane w zakresie rozwoju miast"
"45211370-3","Roboty budowlane w zakresie saun"
"45212000-6","Roboty budowlane w zakresie budowy wypoczynkowych, sportowych, kulturalnych, hotelowych i restauracyjnych obiektów budowlanych"
"45212100-7","Roboty budowlane w zakresie obiektów wypoczynkowych"
"45212110-0","Roboty budowlane w zakresie ośrodków wypoczynkowych"
"45212120-3","Roboty budowlane w zakresie parków tematycznych"
"45212130-6","Roboty budowlane w zakresie parków rozrywki"
"45212140-9","Obiekty rekreacyjne"
"45212150-2","Roboty budowlane w zakresie kin"
"45212160-5","Roboty budowlane w zakresie kasyn"
"45212170-8","Roboty budowlane w zakresie budynków rozrywkowych"
"45212171-5","Roboty budowlane w zakresie centrów rozrywki"
"45212172-2","Roboty budowlane w zakresie ośrodków rekreacyjnych"
"45212180-1","Roboty budowlane w zakresie kas biletowych"
"45212190-4","Wznoszenie osłon przeciwsłonecznych"
"45212200-8","Roboty budowlane w zakresie budowy obiektów sportowych"
"45212210-1","Roboty budowlane w zakresie jednofunkcyjnych ośrodków sportowych"
"45212211-8","Roboty budowlane w zakresie lodowisk"
"45212212-5","Roboty budowlane w zakresie basenów pływackich"
"45212213-2","Roboty związane z oznakowaniem obiektów sportowych"
"45212220-4","Roboty budowlane związane z wielofunkcyjnymi obiektami sportowymi"
"45212221-1","Roboty budowlane związane z obiektami na terenach sportowych"
"45212222-8","Roboty budowlane związane z salami gimnastycznymi"
"45212223-5","Roboty budowlane związane z obiektami sportów zimowych"
"45212224-2","Roboty budowlane związane ze stadionami"
"45212225-9","Roboty budowlane związane z halami sportowymi"
"45212230-7","Instalowanie szatni"
"45212290-5","Usługi naprawi konserwacji obiektów sportowych"
"45212300-9","Roboty budowlane w zakresie budowy artystycznych i kulturalnych obiektów budowlanych"
"45212310-2","Roboty budowlane w zakresie budowy wystaw"
"45212311-9","Roboty budowlane w zakresie galerii sztuki"
"45212312-6","Roboty budowlane w zakresie ośrodków wystawienniczych"
"45212313-3","Roboty budowlane w zakresie muzeów"
"45212314-0","Roboty budowlane w zakresie pomników historycznych lub miejsc pamięci"
"45212320-5","Roboty budowlane w zakresie budowy obiektów wystawiania sztuki"
"45212321-2","Roboty budowlane w zakresie audytoriów"
"45212322-9","Roboty budowlane w zakresie teatrów"
"45212330-8","Roboty budowlane w zakresie bibliotek"
"45212331-5","Roboty budowlane w zakresie bibliotek multimedialnych"
"45212340-1","Roboty budowlane w zakresie sal wykładowych"
"45212350-4","Budynki o szczególnej wartości historycznej lub architektonicznej"
"45212351-1","Roboty budowlane w zakresie pomników prehistorycznych"
"45212352-8","Roboty budowlane w zakresie pomników przemysłowych"
"45212353-5","Roboty budowlane w zakresie pałaców"
"45212354-2","Roboty budowlane w zakresie zamków"
"45212360-7","Roboty budowlane w zakresie obiektów sakralnych"
"45212361-4","Roboty budowlane w zakresie kościołów"
"45212400-0","Budynki hotelowe i restauracyjne"
"45212410-3","Roboty budowlane w zakresie budowy obiektów budowlanych oferujących miejsca noclegowe"
"45212411-0","Roboty budowlane w zakresie hoteli"
"45212412-7","Roboty budowlane w zakresie schronisk"
"45212413-4","Roboty budowlane w zakresie miejsc pobytu czasowego"
"45212420-6","Roboty budowlane w zakresie budowy restauracji i podobnych obiektów"
"45212421-3","Roboty budowlane w zakresie restauracji"
"45212422-0","Roboty budowlane w zakresie kantyn"
"45212423-7","Roboty budowlane w zakresie kawiarni"
"45212500-1","Przeróbki kuchni lub restauracji"
"45212600-2","Roboty budowlane w zakresie pawilonów"
"45213000-3","Roboty budowlane w zakresie budowy domów handlowych, magazynów i obiektów budowlanych przemysłowych, obiektów budowlanych związanych z transportem"
"45213100-4","Roboty budowlane w zakresie centrów handlowych"
"45213110-7","Roboty budowlane w zakresie budynków sklepowych"
"45213111-4","Roboty budowlane w zakresie centrów handlowych"
"45213112-1","Roboty budowlane w zakresie obiektów handlowych"
"45213120-0","Roboty budowlane w zakresie poczt"
"45213130-3","Roboty budowlane w zakresie banków"
"45213140-6","Roboty budowlane w zakresie targowisk"
"45213141-3","Roboty budowlane w zakresie targowisk zadaszonych"
"45213142-0","Roboty budowlane w zakresie targowisk na wolnym powietrzu"
"45213150-9","Roboty budowlane w zakresie biurowców"
"45213200-5","Roboty budowlane w zakresie magazynów i przemysłowych obiektów budowlanych"
"45213210-8","Instalowanie chłodni"
"45213220-1","Roboty budowlane w zakresie magazynów"
"45213221-8","Roboty budowlane w zakresie budowy magazynów"
"45213230-4","Roboty budowlane w zakresie składów"
"45213240-7","Roboty budowlane w zakresie gospodarskich obiektów budowlanych"
"45213241-4","Roboty budowlane w zakresie stodół"
"45213242-1","Roboty budowlane w zakresie obór"
"45213250-0","Roboty budowlane w zakresie przemysłowych obiektów budowlanych"
"45213251-7","Roboty budowlane w zakresie zakładów przemysłowych"
"45213252-4","Roboty budowlane w zakresie warsztatów"
"45213260-3","Roboty budowlane w zakresie składnic sklepowych"
"45213270-6","Roboty budowlane w zakresie stacji recyklingu"
"45213280-9","Roboty budowlane w zakresie kompostowni"
"45213300-6","Obiekty budowlane związane z transportem"
"45213310-9","Roboty budowlane w zakresie budowy obiektów budowlanych związanych z transportem drogowym"
"45213311-6","Roboty budowlane w zakresie przystanków autobusowych"
"45213312-3","Roboty budowlane w zakresie budynków parkingowych"
"45213313-0","Roboty budowlane w zakresie warsztatów serwisowych"
"45213314-7","Roboty budowlane w zakresie zajezdni autobusowych"
"45213315-4","Roboty budowlane w zakresie wiat na przystankach autobusowych"
"45213316-1","Roboty instalacyjne związane z przejściami"
"45213320-2","Roboty budowlane w zakresie budowy obiektów budowlanych związanych z transportem kolejowym"
"45213321-9","Roboty budowlane w zakresie stacji kolejowych"
"45213322-6","Roboty budowlane w zakresie terminali kolejowych"
"45213330-5","Roboty budowlane w zakresie budowy obiektów budowlanych związanych z transportem lotniczym"
"45213331-2","Roboty budowlane w zakresie budynków lotniskowych"
"45213332-9","Roboty budowlane w zakresie wież kontrolnych"
"45213333-6","Roboty instalacyjne związane z punktami odpraw na lotniskach"
"45213340-8","Roboty budowlane w zakresie obiektów budowlanych związanych z transportem wodnym"
"45213341-5","Roboty budowlane w zakresie terminali promowych"
"45213342-2","Roboty budowlane w zakresie terminali typu ro-ro"
"45213350-1","Roboty budowlane w zakresie budowy obiektów budowlanych związanych z różnymi środkami transportu"
"45213351-8","Roboty budowlane w zakresie hangarów"
"45213352-5","Roboty budowlane w zakresie hal serwisowych"
"45213353-2","Roboty instalacyjne w zakresie pomostów do wsiadania dla pasażerów"
"45213400-7","Instalowanie pomieszczeń dla personelu"
"45214000-0","Roboty budowlane w zakresie budowy obiektów budowlanych związanych z edukacją i badaniami"
"45214100-1","Roboty budowlane w zakresie budowy przedszkolnych obiektów budowlanych"
"45214200-2","Roboty budowlane w zakresie budowy obiektów budowlanych związanych ze szkolnictwem"
"45214210-5","Roboty budowlane w zakresie szkół podstawowych"
"45214220-8","Roboty budowlane w zakresie szkół średnich"
"45214230-1","Roboty budowlane w zakresie szkół specjalnych"
"45214300-3","Roboty budowlane w zakresie obiektów budowlanych związanych ze szkolnictwem pomaturalnym"
"45214310-6","Roboty budowlane w zakresie pomaturalnych szkół zawodowych"
"45214320-9","Roboty budowlane w zakresie pomaturalnych szkół technicznych"
"45214400-4","Roboty budowlane w zakresie obiektów budowlanych związanych ze szkolnictwem wyższym"
"45214410-7","Roboty budowlane w zakresie politechnik"
"45214420-0","Roboty budowlane w zakresie sal wykładowych"
"45214430-3","Roboty budowlane w zakresie laboratoriów językowych"
"45214500-5","Roboty budowlane w zakresie obiektów budowlanych związanych z kształceniem podyplomowym"
"45214600-6","Roboty budowlane w zakresie budowy badawczych obiektów budowlanych"
"45214610-9","Roboty budowlane w zakresie budynków laboratoryjnych"
"45214620-2","Roboty budowlane w zakresie ośrodków badawczych i testowych"
"45214630-5","Obiekty naukowe"
"45214631-2","Roboty instalacyjne w zakresie pomieszczeń czystych"
"45214640-8","Roboty budowlane w zakresie stacji meteorologicznych"
"45214700-7","Roboty budowlane w zakresie budowy pobytowych obiektów budowlanych"
"45214710-0","Roboty budowlane w zakresie holi wejściowych"
"45214800-8","Ośrodki szkoleniowe"
"45215000-7","Roboty budowlane w zakresie budowy obiektów budowlanych opieki zdrowotnej i społecznej, krematoriów oraz obiektów użyteczności publicznej"
"45215100-8","Roboty budowlane w zakresie budowy placówek zdrowotnych"
"45215110-1","Roboty budowlane w zakresie uzdrowisk"
"45215120-4","Roboty budowlane w zakresie specjalnych budynków medycznych"
"45215130-7","Roboty budowlane w zakresie klinik"
"45215140-0","Roboty budowlane w zakresie obiektów szpitalnych"
"45215141-7","Roboty budowlane w zakresie sal operacyjnych"
"45215142-4","Roboty budowlane w zakresie oddziałów intensywnej opieki"
"45215143-1","Roboty budowlane w zakresie sal diagnostycznych"
"45215144-8","Roboty budowlane w zakresie sal do badań przesiewowych"
"45215145-5","Roboty budowlane w zakresie sal do badań fluoroskopowych"
"45215146-2","Roboty budowlane w zakresie sal do badania patologii"
"45215147-9","Roboty budowlane w zakresie sal medycyny kryminalnej"
"45215148-6","Roboty budowlane w zakresie sal zabiegowych"
"45215200-9","Roboty budowlane w zakresie budowy obiektów budowlanych opieki społecznej"
"45215210-2","Roboty budowlane w zakresie domów opieki społecznej"
"45215212-6","Roboty budowlane w zakresie domów dla emerytów"
"45215213-3","Roboty budowlane w zakresie domów opieki"
"45215214-0","Roboty budowlane w zakresie domów spokojnej starości"
"45215215-7","Roboty budowlane w zakresie domów dziecka"
"45215220-5","Roboty budowlane w zakresie budowy innych obiektów budowlanych niż ośrodki pobytowe"
"45215221-2","Roboty budowlane w zakresie ośrodków opieki dziennej"
"45215222-9","Roboty budowlane w zakresie ośrodków społecznych"
"45215300-0","Roboty budowlane w zakresie krematoriów"
"45215400-1","Roboty na cmentarzach"
"45215500-2","Toalety publiczne"
"45216000-4","Roboty budowlane w zakresie budowy obiektów budowlanych dla służb porządku publicznego lub służb ratunkowych oraz wojskowych obiektów budowlanych"
"45216100-5","Roboty budowlane w zakresie budowy obiektów budowlanych dla służb porządku publicznego lub służb ratunkowych"
"45216110-8","Roboty budowlane w zakresie obiektów budowlanych dla służb porządku publicznego"
"45216111-5","Roboty budowlane w zakresie posterunków policji"
"45216112-2","Roboty budowlane w zakresie budynków sądowych"
"45216113-9","Roboty budowlane w zakresie budynków więziennych"
"45216114-6","Budynki parlamentu oraz zgromadzeń publicznych"
"45216120-1","Roboty budowlane w zakresie budowy obiektów dla służb ratunkowych"
"45216121-8","Roboty budowlane w zakresie obiektów straży pożarnej"
"45216122-5","Roboty budowlane w zakresie pogotowia ratunkowego"
"45216123-2","Roboty budowlane w zakresie obiektów ratownictwa górskiego"
"45216124-9","Roboty budowlane w zakresie stacji wodnego pogotowia ratunkowego"
"45216125-6","Roboty budowlane w zakresie obiektów służb ratunkowych"
"45216126-3","Roboty budowlane w zakresie obiektów straży przybrzeżnej"
"45216127-0","Roboty budowlane w zakresie posterunków ratowniczych"
"45216128-7","Roboty budowlane w zakresie latarni morskich"
"45216129-4","Schrony"
"45216200-6","Roboty budowlane w zakresie budowy wojskowych obiektów budowlanych oraz instalacji"
"45216220-2","Roboty budowlane w zakresie bunkrów wojskowych"
"45216230-5","Roboty budowlane w zakresie schronów wojskowych"
"45216250-1","Roboty budowlane w zakresie okopów obronnych"
"45217000-1","Roboty budowlane w zakresie obiektów nadmuchiwanych"
"45220000-5","Roboty inżynieryjne i budowlane"
"45221000-2","Roboty budowlane w zakresie budowy mostów i tuneli, szybów i kolei podziemnej"
"45221100-3","Roboty budowlane w zakresie budowy mostów"
"45221110-6","Roboty budowlane w zakresie mostów"
"45221111-3","Roboty budowlane w zakresie mostów drogowych"
"45221112-0","Roboty budowlane w zakresie mostów kolejowych"
"45221113-7","Roboty budowlane w zakresie mostowych przejść dla pieszych"
"45221114-4","Roboty budowlane w zakresie mostów z żelaza"
"45221115-1","Roboty budowlane w zakresie mostów ze stali"
"45221117-5","Roboty budowlane w zakresie wag mostowych"
"45221118-2","Roboty budowlane w zakresie mostów podtrzymujących rurociągi"
"45221119-9","Roboty budowlane w zakresie renowacji mostów"
"45221120-9","Roboty budowlane w zakresie wiaduktów"
"45221121-6","Roboty budowlane w zakresie wiaduktów drogowych"
"45221122-3","Roboty budowlane w zakresie wiaduktów kolejowych"
"45221200-4","Roboty budowlane w zakresie budowy tuneli, szybów i kolei podziemnej"
"45221210-7","Tunele zadaszone lub częściowo zadaszone"
"45221211-4","Przejścia podziemne"
"45221213-8","Tunele kolejowe zadaszone lub częściowo zadaszone"
"45221214-5","Tunele drogowe zadaszone lub częściowo zadaszone"
"45221220-0","Kanały sklepione"
"45221230-3","Szyby"
"45221240-6","Roboty budowlane w zakresie budowy tuneli drogowych"
"45221241-3","Roboty budowlane w zakresie tuneli drogowych"
"45221242-0","Roboty budowlane w zakresie tuneli kolejowych"
"45221243-7","Roboty budowlane w zakresie tuneli dla pieszych"
"45221244-4","Roboty budowlane w zakresie kanałów"
"45221245-1","Roboty budowlane w zakresie tuneli pod rzekami"
"45221246-8","Roboty budowlane w zakresie tuneli podmorskich"
"45221247-5","Kopanie tuneli"
"45221248-2","Roboty budowlane w zakresie okładzin w tunelach"
"45221250-9","Roboty podziemne inne niż dotyczące tuneli, szybów i kolei podziemnej"
"45222000-9","Roboty budowlane w zakresie robót inżynieryjnych, z wyjątkiem mostów, tuneli, szybów i kolei podziemnej"
"45222100-0","Roboty budowlane w zakresie zakładów uzdatniania odpadów"
"45222110-3","Roboty budowlane w zakresie składowisk odpadów"
"45222200-1","Roboty inżynieryjne na instalacjach wojskowych"
"45222300-2","Roboty inżynieryjne na instalacjach bezpieczeństwa"
"45223000-6","Roboty budowlane w zakresie konstrukcji"
"45223100-7","Montaż konstrukcji metalowych"
"45223110-0","Instalowanie konstrukcji metalowych"
"45223200-8","Roboty konstrukcyjne"
"45223210-1","Roboty konstrukcyjne z wykorzystaniem stali"
"45223220-4","Roboty zadaszeniowe"
"45223300-9","Roboty budowlane w zakresie parkingów"
"45223310-2","Roboty budowlane w zakresie parkingów podziemnych"
"45223320-5","Roboty budowlane w zakresie obiektów typu „parkuj i jedź”"
"45223400-0","Roboty budowlane w zakresie stacji radarowych"
"45223500-1","Konstrukcje z betonu zbrojonego"
"45223600-2","Roboty budowlane w zakresie psiarni"
"45223700-3","Roboty budowlane w zakresie stacji obsługi"
"45223710-6","Roboty budowlane w zakresie stacji obsługi przy autostradach"
"45223720-9","Roboty budowlane w zakresie stacji benzynowych/tankowania gazu"
"45223800-4","Montaż i wznoszenie gotowych konstrukcji"
"45223810-7","Konstrukcje gotowe"
"45223820-0","Gotowe elementy i części składowe"
"45223821-7","Elementy gotowe"
"45223822-4","Gotowe części składowe"
"45230000-8","Roboty budowlane w zakresie budowy rurociągów, linii komunikacyjnych i elektroenergetycznych, autostrad, dróg, lotnisk i kolei; wyrównywanie terenu"
"45231000-5","Roboty budowlane w zakresie budowy rurociągów, ciągów komunikacyjnych i linii energetycznych"
"45231100-6","Ogólne roboty budowlane związane z budową rurociągów"
"45231110-9","Roboty budowlane w zakresie kładzenia rurociągów"
"45231111-6","Podnoszenie i poziomowanie rurociągów"
"45231112-3","Instalacja rurociągów"
"45231113-0","Poziomowanie rurociągów"
"45231200-7","Roboty budowlane w zakresie budowy rurociągów naftowych i gazociągów"
"45231210-0","Roboty budowlane w zakresie rurociągów naftowych"
"45231220-3","Roboty budowlane w zakresie gazociągów"
"45231221-0","Roboty budowlane w zakresie gazowych sieci zasilających"
"45231222-7","Roboty w zakresie zbiorników gazu"
"45231223-4","Roboty pomocnicze w zakresie przesyłu gazu"
"45231300-8","Roboty budowlane w zakresie budowy wodociągów i rurociągów do odprowadzania ścieków"
"45231400-9","Roboty budowlane w zakresie budowy linii energetycznych"
"45231500-0","Roboty budowlane w zakresie budowy rurociągów sprężonego powietrza"
"45231510-3","Rurociągi przesyłowe sprężonego powietrza"
"45231600-1","Roboty budowlane w zakresie budowy linii komunikacyjnych"
"45232000-2","Roboty pomocnicze w zakresie rurociągów i kabli"
"45232100-3","Roboty pomocnicze w zakresie wodociągów"
"45232120-9","Roboty nawadniające"
"45232121-6","Roboty budowlane w zakresie rurociągów nawadniających"
"45232130-2","Roboty budowlane w zakresie rurociągów do odprowadzania wody burzowej"
"45232140-5","Roboty budowlane w zakresie lokalnych sieci grzewczych"
"45232141-2","Roboty grzewcze"
"45232142-9","Roboty budowlane w zakresie stacji przesyłu ciepła"
"45232150-8","Roboty w zakresie rurociągów do przesyłu wody"
"45232151-5","Roboty budowlane w zakresie węzłów do przepompowywania wody"
"45232152-2","Roboty budowlane w zakresie przepompowni"
"45232153-9","Roboty budowlane w zakresie wież wodnych"
"45232154-6","Roboty budowlane w zakresie wysoko umieszczonych zbiorników wody pitnej"
"45232200-4","Roboty pomocnicze w zakresie linii energetycznych"
"45232210-7","Roboty budowlane zakresie budowy linii napowietrznych"
"45232220-0","Roboty budowlane w zakresie podstacji"
"45232221-7","Podstacje transformatorowe"
"45232300-5","Roboty budowlane i pomocnicze w zakresie linii telefonicznych i ciągów komunikacyjnych"
"45232310-8","Roboty budowlane w zakresie linii telefonicznych"
"45232311-5","Przydrożne telefoniczne linie awaryjne"
"45232320-1","Kablowe linie nadawcze"
"45232330-4","Wznoszenie masztów antenowych"
"45232331-1","Roboty dodatkowe w zakresie nadawania"
"45232332-8","Telekomunikacyjne roboty dodatkowe"
"45232340-7","Roboty budowlane w zakresie masztów telefonii komórkowej"
"45232400-6","Roboty budowlane w zakresie kanałów ściekowych"
"45232410-9","Roboty w zakresie kanalizacji ściekowej"
"45232411-6","Roboty budowlane w zakresie rurociągów wody ściekowej"
"45232420-2","Roboty w zakresie ścieków"
"45232421-9","Roboty w zakresie oczyszczania ścieków"
"45232422-6","Roboty w zakresie uzdatniania osadów"
"45232423-3","Roboty budowlane w zakresie przepompowni ścieków"
"45232424-0","Roboty budowlane w zakresie wylotów kanałów ściekowych"
"45232430-5","Roboty w zakresie uzdatniania wody"
"45232431-2","Przepompownie wody odpadowej"
"45232440-8","Roboty budowlane w zakresie budowy rurociągów do odprowadzania ścieków"
"45232450-1","Roboty budowlane w zakresie budowy upustów"
"45232451-8","Roboty odwadniające i nawierzchniowe"
"45232452-5","Roboty odwadniające"
"45232453-2","Roboty budowlane w zakresie upustów"
"45232454-9","Roboty budowlane w zakresie zbiorników wód deszczowych"
"45232460-4","Roboty sanitarne"
"45232470-7","Stacje przesyłu odpadów"
"45233000-9","Roboty w zakresie konstruowania, fundamentowania oraz wykonywania nawierzchni autostrad, dróg"
"45233100-0","Roboty w zakresie budowy autostrad, dróg"
"45233110-3","Roboty w zakresie budowy autostrad"
"45233120-6","Roboty w zakresie budowy dróg"
"45233121-3","Roboty w zakresie budowy dróg głównych"
"45233122-0","Roboty budowlane w zakresie obwodnic"
"45233123-7","Roboty budowlane w zakresie dróg podrzędnych"
"45233124-4","Roboty budowlane w zakresie arterii drogowych"
"45233125-1","Roboty budowlane w zakresie węzłów drogowych"
"45233126-8","Roboty budowlane w zakresie węzłów wielostopniowych"
"45233127-5","Roboty budowlane w zakresie rozjazdów"
"45233128-2","Roboty budowlane w zakresie rond"
"45233129-9","Roboty budowlane w zakresie skrzyżowań dróg"
"45233130-9","Roboty budowlane zakresie dróg krajowych"
"45233131-6","Roboty budowlane w zakresie dróg krajowych na estakadach"
"45233139-3","Roboty budowlane w zakresie konserwacji dróg krajowych"
"45233140-2","Roboty drogowe"
"45233141-9","Roboty w zakresie konserwacji dróg"
"45233142-6","Roboty w zakresie naprawy dróg"
"45233144-0","Roboty budowlane w zakresie objazdów"
"45233150-5","Roboty w zakresie regulacji ruchu"
"45233160-8","Ścieżki i inne nawierzchnie metalizowane"
"45233161-5","Roboty budowlane w zakresie ścieżek pieszych"
"45233162-2","Roboty budowlane w zakresie ścieżek rowerowych"
"45233200-1","Roboty w zakresie różnych nawierzchni"
"45233210-4","Roboty w zakresie nawierzchni autostrad"
"45233220-7","Roboty w zakresie nawierzchni dróg"
"45233221-4","Malowanie nawierzchni"
"45233222-1","Roboty budowlane w zakresie układania chodników i asfaltowania"
"45233223-8","Wymiana nawierzchni drogowej"
"45233224-5","Roboty budowlane w zakresie dróg dwupasmowych"
"45233225-2","Roboty budowlane w zakresie dróg jednopasmowych"
"45233226-9","Roboty budowlane w zakresie dróg dojazdowych"
"45233227-6","Roboty budowlane w zakresie łącznic"
"45233228-3","Roboty budowlane w zakresie krycia powierzchni"
"45233229-0","Konserwacja zadaszeń"
"45233250-6","Roboty w zakresie nawierzchni, z wyjątkiem dróg"
"45233251-3","Wymiana nawierzchni"
"45233252-0","Roboty w zakresie nawierzchni ulic"
"45233253-7","Roboty w zakresie nawierzchni dróg dla pieszych"
"45233260-9","Roboty budowlane w zakresie dróg pieszych"
"45233261-6","Roboty budowlane w zakresie przejść dla pieszych"
"45233262-3","Roboty budowlane w zakresie stref ruchu pieszego"
"45233270-2","Malowanie nawierzchni parkingów"
"45233280-5","Wznoszenie barier drogowych"
"45233290-8","Instalowanie znaków drogowych"
"45233291-5","Instalowanie odbojnic"
"45233292-2","Instalowanie urządzeń ochronnych"
"45233293-9","Instalowanie mebli ulicznych"
"45233294-6","Instalowanie sygnalizacji drogowej"
"45233300-2","Fundamentowanie autostrad, dróg, ulic i ścieżek ruchu pieszego"
"45233310-5","Fundamentowanie autostrad"
"45233320-8","Fundamentowanie dróg"
"45233330-1","Fundamentowanie ulic"
"45233340-4","Fundamentowanie ścieżek ruchu pieszego"
"45234000-6","Roboty budowlane w zakresie budowy kolei i systemów transportu"
"45234100-7","Budowa kolei"
"45234110-0","Budowa kolei międzymiastowej"
"45234111-7","Roboty budowlane w zakresie kolei miejskiej"
"45234112-4","Roboty budowlane w zakresie składów kolejowych"
"45234113-1","Rozbiórka torów"
"45234114-8","Roboty budowlane w zakresie nasypów kolejowych"
"45234115-5","Roboty w zakresie sygnalizacji kolejowej"
"45234116-2","Budowa torów"
"45234120-3","Roboty w zakresie kolei miejskiej"
"45234121-0","Roboty w zakresie kolei tramwajowej"
"45234122-7","Roboty w zakresie kolei podziemnej"
"45234123-4","Roboty w zakresie z kolei częściowo podziemnej"
"45234124-1","Podziemny, kolejowy transport pasażerski"
"45234125-8","Podziemne stacje kolejowe"
"45234126-5","Roboty związane z liniami tramwajowymi"
"45234127-2","Roboty budowlane w zakresie składów tramwajowych"
"45234128-9","Roboty budowlane w zakresie platform tramwajowych"
"45234129-6","Roboty budowlane w zakresie torów kolei miejskiej"
"45234130-6","Roboty budowlane w zakresie podkładów"
"45234140-9","Roboty budowlane w zakresie przejść w poziomie"
"45234160-5","Roboty budowlane w zakresie zawieszeń łańcuchowych"
"45234170-8","Roboty budowlane w zakresie podstacji dla lokomotyw"
"45234180-1","Roboty budowlane w zakresie warsztatów kolejowych"
"45234181-8","Roboty budowlane w zakresie warsztatów obsługujących sekcje torów kolejowych"
"45234200-8","Systemy transportu linowego"
"45234210-1","Systemy transportu linowego z wagonami"
"45234220-4","Roboty budowlane w zakresie wyciągów narciarskich"
"45234230-7","Roboty budowlane w zakresie wyciągów krzesełkowych"
"45234240-0","Kolej linowa napowietrzna"
"45234250-3","Roboty budowlane w zakresie kolei linowych"
"45235000-3","Roboty budowlane w zakresie lotnisk, pasów startowych i placów manewrowych"
"45235100-4","Roboty budowlane w zakresie budowy lotnisk"
"45235110-7","Roboty w zakresie budowy płyt lotniskowych"
"45235111-4","Roboty budowlane w zakresie nawierzchni lotnisk"
"45235200-5","Roboty w zakresie budowy pasów startowych"
"45235210-8","Wymiana nawierzchni pasów startowych"
"45235300-6","Roboty w zakresie budowy lotniskowych pasów manewrowych"
"45235310-9","Roboty budowlane w zakresie dróg do kołowania"
"45235311-6","Roboty budowlane w zakresie nawierzchni dróg do kołowania"
"45235320-2","Roboty budowlane w zakresie budowy doków lotniczych"
"45236000-0","Wyrównywanie terenu"
"45236100-1","Wyrównywanie terenu obiektów sportowych"
"45236110-4","Wyrównywanie nawierzchni boisk sportowych"
"45236111-1","Wyrównywanie nawierzchni pól golfowych"
"45236112-8","Wyrównywanie nawierzchni kortów tenisowych"
"45236113-5","Wyrównywanie terenu torów wyścigowych"
"45236114-2","Wyrównywanie nawierzchni bieżni"
"45236119-7","Naprawa boisk sportowych"
"45236200-2","Wyrównywanie nawierzchni obiektów sportowych"
"45236210-5","Wyrównywanie nawierzchni placów zabaw dla dzieci"
"45236220-8","Wyrównywanie terenu ogrodów zoologicznych"
"45236230-1","Wyrównywanie terenu ogrodów"
"45236250-7","Wyrównywanie terenu parków"
